loan_id,loan_number,customer_id,product_id,branch_id,officer_id,loan_type,loan_amount,outstanding_amount,interest_rate,tenure_months,start_date,maturity_date,credit_grade,loan_status
LN00746,LN6997000746,CU04070,PR015,BR007,OF0049,HOME_LOAN,1944194.18,1259524.75,8.69,240,2023-07-24,2043-07-24,A,CLOSED
LN00747,LN2725000747,CU04981,PR010,BR005,OF0060,PERSONAL_LOAN,2431251.66,932631.07,12.64,36,2023-01-08,2026-01-08,B,DEFAULTED
LN00748,LN3434000748,CU02511,PR010,BR009,OF0099,PERSONAL_LOAN,2337750.74,1883602.49,15.82,36,2022-07-30,2025-07-30,A,DEFAULTED
LN00749,LN5049000749,CU01824,PR013,BR005,OF0029,HOME_LOAN,730752.74,528717.90,11.65,36,2019-08-15,2022-08-15,D,DEFAULTED
LN00750,LN6869000750,CU02715,PR015,BR003,OF0015,HOME_LOAN,2311375.86,466347.37,11.13,24,2021-11-20,2023-11-20,A,DEFAULTED
LN00751,LN9391000751,CU04021,PR013,BR001,OF0031,HOME_LOAN,2369048.52,1874500.46,12.09,120,2020-07-23,2030-07-23,A,DEFAULTED
LN00752,LN6905000752,CU04705,PR013,BR001,OF0003,HOME_LOAN,2972160.52,926242.77,7.31,12,2020-10-04,2021-10-04,A,ACTIVE
LN00753,LN7180000753,CU01709,PR011,BR007,OF0051,PERSONAL_LOAN,1483159.23,591203.02,14.43,12,2021-04-29,2022-04-29,A,DEFAULTED
LN00754,LN5662000754,CU01448,PR013,BR010,OF0008,HOME_LOAN,1605433.56,1260708.24,12.64,120,2021-04-19,2031-04-19,A,CLOSED
LN00755,LN7528000755,CU02891,PR012,BR008,OF0093,PERSONAL_LOAN,3792744.91,1926223.03,8.15,60,2021-01-24,2026-01-24,C,ACTIVE
LN00756,LN6480000756,CU02670,PR013,BR007,OF0065,HOME_LOAN,4980603.77,2378897.34,14.78,12,2018-01-20,2019-01-20,B,ACTIVE
LN00757,LN7826000757,CU04699,PR013,BR010,OF0088,HOME_LOAN,601298.40,170563.87,12.58,120,2018-02-23,2028-02-23,A,DEFAULTED
LN00758,LN7220000758,CU00517,PR013,BR009,OF0067,HOME_LOAN,3225761.63,528373.25,11.61,240,2021-09-24,2041-09-24,B,DEFAULTED
LN00759,LN6811000759,CU04647,PR012,BR002,OF0066,PERSONAL_LOAN,627425.72,472508.39,11.12,240,2018-05-07,2038-05-07,C,CLOSED
LN00760,LN6918000760,CU01702,PR010,BR001,OF0003,PERSONAL_LOAN,3645863.06,2327969.13,12.90,120,2023-02-14,2033-02-14,C,DEFAULTED
LN00761,LN5617000761,CU01554,PR014,BR010,OF0008,HOME_LOAN,4611618.59,755254.76,9.48,180,2022-05-11,2037-05-11,A,ACTIVE
LN00762,LN1058000762,CU00885,PR010,BR009,OF0009,PERSONAL_LOAN,662852.89,150034.42,7.87,36,2020-09-09,2023-09-09,B,ACTIVE
LN00763,LN6737000763,CU00673,PR011,BR007,OF0028,PERSONAL_LOAN,2381956.36,1299560.68,7.49,24,2019-11-01,2021-11-01,C,DEFAULTED
LN00764,LN8013000764,CU01241,PR011,BR005,OF0080,PERSONAL_LOAN,1661085.79,1285625.79,8.73,60,2020-02-16,2025-02-16,A,CLOSED
LN00765,LN9355000765,CU04775,PR014,BR004,OF0087,HOME_LOAN,2103924.68,2100131.99,9.88,120,2018-08-25,2028-08-25,B,CLOSED
LN00766,LN1111000766,CU03196,PR015,BR010,OF0004,HOME_LOAN,1000777.65,981655.21,8.30,240,2020-11-10,2040-11-10,A,DEFAULTED
LN00767,LN8455000767,CU02074,PR010,BR004,OF0096,PERSONAL_LOAN,2661170.96,1115897.88,15.37,180,2021-11-20,2036-11-20,A,DEFAULTED
LN00768,LN5022000768,CU03991,PR013,BR008,OF0036,HOME_LOAN,4807105.72,4634228.75,12.18,180,2021-03-30,2036-03-30,C,DEFAULTED
LN00769,LN6371000769,CU04012,PR014,BR005,OF0002,HOME_LOAN,1930350.50,1776443.79,15.63,36,2021-10-31,2024-10-31,B,DEFAULTED
LN00770,LN1145000770,CU01106,PR010,BR005,OF0002,PERSONAL_LOAN,4258915.86,1320427.68,11.52,180,2021-04-19,2036-04-19,A,CLOSED
LN00771,LN3176000771,CU01903,PR015,BR002,OF0066,HOME_LOAN,1450927.97,1367676.08,15.38,120,2023-05-13,2033-05-13,C,ACTIVE
LN00772,LN8310000772,CU04917,PR014,BR001,OF0031,HOME_LOAN,153136.46,90005.27,9.66,12,2020-01-11,2021-01-11,B,DEFAULTED
LN00773,LN5167000773,CU01682,PR013,BR008,OF0082,HOME_LOAN,1585434.97,262793.42,15.86,12,2022-03-15,2023-03-15,D,DEFAULTED
LN00774,LN7291000774,CU03671,PR012,BR001,OF0019,PERSONAL_LOAN,200016.80,49226.97,10.82,180,2022-11-14,2037-11-14,B,DEFAULTED
LN00775,LN2555000775,CU00051,PR014,BR009,OF0068,HOME_LOAN,1213849.42,314317.86,15.62,24,2022-06-17,2024-06-17,B,ACTIVE
LN00776,LN4110000776,CU03051,PR013,BR005,OF0034,HOME_LOAN,1058591.90,318648.89,13.36,120,2022-07-14,2032-07-14,A,DEFAULTED
LN00777,LN1064000777,CU04537,PR015,BR004,OF0084,HOME_LOAN,4019493.02,1429651.37,9.87,240,2018-08-02,2038-08-02,C,DEFAULTED
LN00778,LN5063000778,CU01227,PR014,BR003,OF0001,HOME_LOAN,2617117.26,2470937.57,12.67,60,2021-03-07,2026-03-07,A,DEFAULTED
LN00779,LN7970000779,CU02933,PR013,BR006,OF0050,HOME_LOAN,3721767.11,2481316.43,7.04,180,2021-07-31,2036-07-31,B,ACTIVE
LN00780,LN8620000780,CU02350,PR010,BR006,OF0092,PERSONAL_LOAN,4448973.02,3147722.98,12.33,120,2020-04-01,2030-04-01,C,ACTIVE
LN00781,LN6865000781,CU04251,PR013,BR005,OF0002,HOME_LOAN,4992039.78,4127346.86,12.96,24,2018-11-12,2020-11-12,B,DEFAULTED
LN00782,LN6316000782,CU00619,PR015,BR005,OF0029,HOME_LOAN,3856370.79,3287137.77,9.98,120,2022-01-30,2032-01-30,C,ACTIVE
LN00783,LN2836000783,CU00136,PR012,BR010,OF0004,PERSONAL_LOAN,50827.15,20523.46,14.94,120,2022-03-21,2032-03-21,B,DEFAULTED
LN00784,LN5742000784,CU03969,PR010,BR009,OF0016,PERSONAL_LOAN,2716728.21,2142596.39,8.27,60,2023-05-11,2028-05-11,B,CLOSED
LN00785,LN8991000785,CU02643,PR014,BR008,OF0097,HOME_LOAN,884659.05,440790.10,10.67,24,2024-07-20,2026-07-20,B,DEFAULTED
LN00786,LN9885000786,CU01494,PR012,BR007,OF0051,PERSONAL_LOAN,3371611.43,651821.05,8.87,60,2020-03-16,2025-03-16,C,ACTIVE
LN00787,LN6215000787,CU02662,PR014,BR005,OF0085,HOME_LOAN,1147216.90,150131.89,10.39,24,2024-05-28,2026-05-28,A,DEFAULTED
LN00788,LN9831000788,CU02030,PR011,BR001,OF0003,PERSONAL_LOAN,4242199.11,3616772.34,12.34,36,2023-09-28,2026-09-28,A,DEFAULTED
LN00789,LN4516000789,CU01655,PR014,BR004,OF0046,HOME_LOAN,1864718.82,880648.78,14.51,60,2020-03-17,2025-03-17,B,ACTIVE
LN00790,LN6047000790,CU04854,PR012,BR003,OF0032,PERSONAL_LOAN,1955370.82,384501.71,7.15,12,2018-11-23,2019-11-23,B,DEFAULTED
LN00791,LN6626000791,CU01428,PR015,BR010,OF0033,HOME_LOAN,2664897.61,2285509.05,12.29,240,2018-04-14,2038-04-14,B,ACTIVE
LN00792,LN5914000792,CU03459,PR012,BR008,OF0082,PERSONAL_LOAN,2768331.86,1429662.32,15.69,12,2020-04-19,2021-04-19,C,DEFAULTED
LN00793,LN6723000793,CU03764,PR010,BR007,OF0051,PERSONAL_LOAN,2465222.18,1239004.94,7.22,60,2018-03-20,2023-03-20,D,ACTIVE
LN00794,LN9830000794,CU03005,PR015,BR002,OF0079,HOME_LOAN,317381.57,77995.57,10.43,24,2021-08-24,2023-08-24,B,CLOSED
LN00795,LN1328000795,CU04241,PR014,BR010,OF0014,HOME_LOAN,1309567.33,574566.80,11.07,24,2023-08-14,2025-08-14,B,ACTIVE
LN00796,LN2351000796,CU00142,PR015,BR006,OF0024,HOME_LOAN,4722639.98,2614280.51,13.55,12,2018-10-02,2019-10-02,C,CLOSED
LN00797,LN1063000797,CU02035,PR010,BR010,OF0004,PERSONAL_LOAN,1252787.48,976510.83,14.12,120,2018-07-09,2028-07-09,A,CLOSED
LN00798,LN9113000798,CU04745,PR010,BR010,OF0033,PERSONAL_LOAN,3734555.55,2083876.67,10.24,180,2024-03-22,2039-03-22,B,ACTIVE
LN00799,LN7860000799,CU00512,PR011,BR005,OF0071,PERSONAL_LOAN,572061.85,196105.47,11.54,60,2020-01-31,2025-01-31,C,CLOSED
LN00800,LN8414000800,CU04556,PR010,BR004,OF0046,PERSONAL_LOAN,885401.75,396066.93,12.42,24,2022-01-09,2024-01-09,B,DEFAULTED
LN00801,LN3382000801,CU00861,PR011,BR007,OF0065,PERSONAL_LOAN,1324415.33,292891.42,14.88,120,2019-05-09,2029-05-09,C,CLOSED
LN00802,LN4887000802,CU01889,PR015,BR004,OF0027,HOME_LOAN,1892202.20,1189357.25,13.81,60,2018-01-10,2023-01-10,B,CLOSED
LN00803,LN8819000803,CU02245,PR012,BR006,OF0092,PERSONAL_LOAN,4621331.79,1994714.17,14.31,12,2022-01-15,2023-01-15,C,ACTIVE
LN00804,LN8372000804,CU04040,PR010,BR001,OF0003,PERSONAL_LOAN,2157550.48,2127743.41,7.47,120,2022-05-21,2032-05-21,B,DEFAULTED
LN00805,LN7676000805,CU03382,PR015,BR003,OF0037,HOME_LOAN,2431938.83,1078686.06,13.10,180,2020-08-25,2035-08-25,C,DEFAULTED
LN00806,LN7208000806,CU02241,PR011,BR002,OF0007,PERSONAL_LOAN,2478038.17,717044.34,7.59,180,2021-03-29,2036-03-29,B,DEFAULTED
LN00807,LN3633000807,CU03686,PR010,BR006,OF0012,PERSONAL_LOAN,3942136.38,2066304.46,14.16,240,2024-03-09,2044-03-09,B,DEFAULTED
LN00808,LN6041000808,CU04587,PR010,BR004,OF0030,PERSONAL_LOAN,3044379.97,2641001.44,13.65,120,2020-03-21,2030-03-21,B,CLOSED
LN00809,LN7135000809,CU03955,PR011,BR003,OF0025,PERSONAL_LOAN,3416581.44,3359375.21,8.02,120,2024-01-03,2034-01-03,B,CLOSED
LN00810,LN5232000810,CU00538,PR011,BR007,OF0077,PERSONAL_LOAN,3165157.07,3163140.78,7.98,12,2019-06-17,2020-06-17,B,ACTIVE
LN00811,LN6897000811,CU04740,PR010,BR008,OF0036,PERSONAL_LOAN,699308.11,376664.86,14.05,180,2021-01-28,2036-01-28,A,DEFAULTED
LN00812,LN3859000812,CU02683,PR014,BR004,OF0030,HOME_LOAN,75839.76,25077.95,13.48,36,2020-04-02,2023-04-02,B,DEFAULTED
LN00813,LN3867000813,CU01900,PR012,BR007,OF0065,PERSONAL_LOAN,4021652.87,847828.08,15.47,240,2021-02-18,2041-02-18,C,ACTIVE
LN00814,LN3818000814,CU03510,PR012,BR007,OF0051,PERSONAL_LOAN,718585.89,91686.98,13.24,180,2020-01-20,2035-01-20,A,DEFAULTED
LN00815,LN5103000815,CU00189,PR014,BR008,OF0097,HOME_LOAN,1313296.60,174884.86,14.75,36,2019-02-08,2022-02-08,A,ACTIVE
LN00816,LN1055000816,CU03324,PR014,BR009,OF0062,HOME_LOAN,2138183.83,978228.72,12.48,240,2022-01-14,2042-01-14,B,CLOSED
LN00817,LN9558000817,CU02444,PR013,BR010,OF0059,HOME_LOAN,3589305.77,3553128.11,15.82,24,2022-08-05,2024-08-05,B,ACTIVE
LN00818,LN7294000818,CU02953,PR010,BR003,OF0053,PERSONAL_LOAN,3315356.36,1123270.12,14.21,180,2020-04-18,2035-04-18,C,ACTIVE
LN00819,LN8111000819,CU03602,PR011,BR003,OF0001,PERSONAL_LOAN,4621773.45,729488.45,13.45,240,2021-08-07,2041-08-07,B,DEFAULTED
LN00820,LN6990000820,CU00590,PR011,BR002,OF0013,PERSONAL_LOAN,800873.67,673685.78,9.04,120,2024-03-31,2034-03-31,C,CLOSED
LN00821,LN3301000821,CU04576,PR010,BR004,OF0047,PERSONAL_LOAN,4112090.95,831910.27,12.75,60,2019-11-19,2024-11-19,B,ACTIVE
LN00822,LN8486000822,CU00071,PR011,BR004,OF0022,PERSONAL_LOAN,1891682.69,771050.25,9.41,60,2023-07-01,2028-07-01,D,DEFAULTED
LN00823,LN1783000823,CU02988,PR013,BR008,OF0036,HOME_LOAN,4107495.76,1468353.58,14.42,120,2019-09-08,2029-09-08,A,CLOSED
LN00824,LN6758000824,CU00701,PR014,BR009,OF0068,HOME_LOAN,4130939.06,3712142.29,9.75,60,2018-03-15,2023-03-15,B,CLOSED
LN00825,LN4666000825,CU01204,PR013,BR001,OF0074,HOME_LOAN,4187137.16,3059371.89,13.86,12,2023-05-31,2024-05-31,B,ACTIVE
LN00826,LN7447000826,CU03742,PR012,BR009,OF0041,PERSONAL_LOAN,4334843.98,1151569.64,13.07,24,2021-10-27,2023-10-27,B,ACTIVE
LN00827,LN3214000827,CU04218,PR013,BR010,OF0004,HOME_LOAN,4201625.47,1183643.47,11.87,120,2022-03-31,2032-03-31,B,DEFAULTED
LN00828,LN4536000828,CU02745,PR011,BR004,OF0096,PERSONAL_LOAN,2492131.39,649170.77,8.25,240,2024-11-04,2044-11-04,A,ACTIVE
LN00829,LN4563000829,CU02859,PR015,BR004,OF0027,HOME_LOAN,3356734.98,1821954.10,15.82,24,2021-02-03,2023-02-03,B,ACTIVE
LN00830,LN9132000830,CU03563,PR015,BR005,OF0080,HOME_LOAN,2028194.95,614351.90,8.12,120,2023-09-22,2033-09-22,C,ACTIVE
LN00831,LN1724000831,CU01453,PR013,BR010,OF0006,HOME_LOAN,3285041.94,2162608.06,10.78,12,2024-09-05,2025-09-05,B,CLOSED
LN00832,LN7360000832,CU02124,PR010,BR008,OF0082,PERSONAL_LOAN,3530873.53,3080554.37,14.34,120,2020-03-12,2030-03-12,C,ACTIVE
LN00833,LN4539000833,CU03041,PR013,BR006,OF0081,HOME_LOAN,4936526.48,4266430.04,8.03,12,2022-01-25,2023-01-25,A,ACTIVE
LN00834,LN4879000834,CU01070,PR012,BR009,OF0020,PERSONAL_LOAN,3256204.83,379939.05,11.27,240,2018-01-18,2038-01-18,A,ACTIVE
LN00835,LN1829000835,CU04358,PR015,BR009,OF0057,HOME_LOAN,4186688.28,2581724.93,14.84,60,2024-01-24,2029-01-24,B,CLOSED
LN00836,LN5410000836,CU03381,PR010,BR003,OF0025,PERSONAL_LOAN,1314018.91,199971.82,8.57,36,2019-04-22,2022-04-22,B,DEFAULTED
LN00837,LN3057000837,CU00693,PR013,BR008,OF0097,HOME_LOAN,2810696.83,2607213.86,7.78,180,2021-05-10,2036-05-10,B,CLOSED
LN00838,LN5642000838,CU01048,PR013,BR006,OF0094,HOME_LOAN,3843719.29,430061.82,14.18,12,2022-09-01,2023-09-01,B,DEFAULTED
LN00839,LN8307000839,CU00820,PR010,BR009,OF0020,PERSONAL_LOAN,275518.78,105835.28,12.92,240,2019-06-02,2039-06-02,B,DEFAULTED
LN00840,LN2438000840,CU00852,PR013,BR004,OF0096,HOME_LOAN,2284908.85,1727483.83,8.28,180,2022-11-13,2037-11-13,C,DEFAULTED
LN00841,LN9019000841,CU03525,PR010,BR009,OF0058,PERSONAL_LOAN,2563501.38,1212647.61,9.74,60,2021-06-12,2026-06-12,B,CLOSED
LN00842,LN3397000842,CU02743,PR015,BR008,OF0061,HOME_LOAN,2208056.30,2065535.37,12.49,60,2020-10-30,2025-10-30,B,CLOSED
LN00843,LN1281000843,CU04088,PR013,BR005,OF0055,HOME_LOAN,2805105.76,1918032.34,7.13,36,2021-06-27,2024-06-27,C,CLOSED
LN00844,LN8220000844,CU01396,PR013,BR008,OF0036,HOME_LOAN,4204309.37,539322.50,13.71,120,2019-05-27,2029-05-27,C,CLOSED
LN00845,LN6113000845,CU01325,PR014,BR003,OF0078,HOME_LOAN,768635.14,628931.51,7.85,60,2018-07-08,2023-07-08,B,CLOSED
LN00846,LN7145000846,CU03564,PR011,BR006,OF0081,PERSONAL_LOAN,393785.23,144976.34,7.82,180,2018-12-05,2033-12-05,B,ACTIVE
LN00847,LN5363000847,CU03414,PR014,BR001,OF0003,HOME_LOAN,856517.67,388469.35,12.60,180,2022-11-05,2037-11-05,B,ACTIVE
LN00848,LN3156000848,CU00598,PR015,BR003,OF0044,HOME_LOAN,767065.67,83333.20,8.68,12,2020-03-31,2021-03-31,B,ACTIVE
LN00849,LN1079000849,CU01770,PR015,BR001,OF0031,HOME_LOAN,2330393.66,1955195.96,14.54,24,2020-09-03,2022-09-03,B,ACTIVE
LN00850,LN4931000850,CU04329,PR011,BR007,OF0090,PERSONAL_LOAN,3214549.14,1406632.71,13.39,180,2023-12-14,2038-12-14,B,CLOSED
LN00851,LN5270000851,CU00394,PR015,BR007,OF0065,HOME_LOAN,3130352.72,3008251.37,14.33,24,2018-06-10,2020-06-10,D,DEFAULTED
LN00852,LN4321000852,CU02162,PR015,BR010,OF0006,HOME_LOAN,2095142.77,1021575.12,14.41,120,2021-05-20,2031-05-20,C,DEFAULTED
LN00853,LN7448000853,CU00492,PR010,BR005,OF0040,PERSONAL_LOAN,4283109.96,2002136.90,8.36,120,2023-11-23,2033-11-23,B,CLOSED
LN00854,LN4161000854,CU01678,PR013,BR003,OF0039,HOME_LOAN,4837555.72,1074723.36,11.61,24,2019-12-08,2021-12-08,A,CLOSED
LN00855,LN4055000855,CU01905,PR014,BR004,OF0087,HOME_LOAN,3482094.21,2602091.46,15.23,180,2021-01-10,2036-01-10,A,DEFAULTED
LN00856,LN7079000856,CU02109,PR010,BR008,OF0097,PERSONAL_LOAN,3525643.24,2600008.79,11.96,240,2024-11-30,2044-11-30,B,DEFAULTED
LN00857,LN6386000857,CU03800,PR014,BR007,OF0090,HOME_LOAN,2355512.30,2142321.31,11.97,60,2021-07-07,2026-07-07,A,ACTIVE
LN00858,LN9631000858,CU01924,PR013,BR006,OF0024,HOME_LOAN,3542907.48,1048521.12,12.35,120,2020-04-28,2030-04-28,B,ACTIVE
LN00859,LN1776000859,CU01973,PR010,BR007,OF0028,PERSONAL_LOAN,4528721.01,3936506.69,8.65,12,2020-12-30,2021-12-30,A,DEFAULTED
LN00860,LN4038000860,CU02737,PR013,BR003,OF0045,HOME_LOAN,4251155.75,1413013.93,15.96,36,2024-07-29,2027-07-29,C,ACTIVE
LN00861,LN9579000861,CU00018,PR013,BR006,OF0024,HOME_LOAN,1965398.49,847174.42,14.79,120,2022-01-11,2032-01-11,B,ACTIVE
LN00862,LN4567000862,CU00476,PR010,BR008,OF0093,PERSONAL_LOAN,2935134.17,2279876.84,9.50,36,2023-02-08,2026-02-08,B,CLOSED
LN00863,LN3936000863,CU00139,PR015,BR009,OF0011,HOME_LOAN,1303999.28,788681.88,13.32,120,2023-11-03,2033-11-03,A,ACTIVE
LN00864,LN8011000864,CU01984,PR012,BR010,OF0004,PERSONAL_LOAN,337127.45,201829.28,13.86,180,2019-03-14,2034-03-14,A,CLOSED
LN00865,LN7093000865,CU03801,PR015,BR003,OF0015,HOME_LOAN,1174480.37,262597.37,11.71,60,2021-10-13,2026-10-13,C,DEFAULTED
LN00866,LN8178000866,CU00648,PR010,BR001,OF0019,PERSONAL_LOAN,4478713.97,4191630.75,13.71,60,2021-08-17,2026-08-17,C,DEFAULTED
LN00867,LN7821000867,CU04483,PR012,BR003,OF0025,PERSONAL_LOAN,2320111.76,1611856.54,8.85,240,2020-04-26,2040-04-26,C,CLOSED
LN00868,LN9431000868,CU01402,PR014,BR008,OF0082,HOME_LOAN,546799.24,272290.07,11.91,60,2021-09-14,2026-09-14,A,CLOSED
LN00869,LN3643000869,CU03980,PR010,BR002,OF0079,PERSONAL_LOAN,3232659.41,2820461.87,14.92,120,2020-11-20,2030-11-20,B,CLOSED
LN00870,LN6995000870,CU01659,PR011,BR007,OF0065,PERSONAL_LOAN,4302562.09,803551.79,13.45,240,2021-07-07,2041-07-07,C,ACTIVE
LN00871,LN3614000871,CU01452,PR014,BR002,OF0013,HOME_LOAN,1084512.50,310826.74,13.53,180,2023-03-12,2038-03-12,A,DEFAULTED
LN00872,LN7737000872,CU02086,PR012,BR006,OF0050,PERSONAL_LOAN,4871921.93,4426547.53,9.12,12,2021-12-08,2022-12-08,C,DEFAULTED
LN00873,LN7869000873,CU04947,PR012,BR009,OF0017,PERSONAL_LOAN,2906772.48,1975199.20,9.38,36,2022-11-05,2025-11-05,B,ACTIVE
LN00874,LN1499000874,CU03163,PR013,BR008,OF0064,HOME_LOAN,3942277.00,3935977.90,9.22,12,2024-02-14,2025-02-14,B,CLOSED
LN00875,LN2877000875,CU03784,PR015,BR006,OF0018,HOME_LOAN,1799504.56,280898.69,13.59,36,2023-05-01,2026-05-01,C,CLOSED
LN00876,LN4950000876,CU03640,PR011,BR003,OF0044,PERSONAL_LOAN,4803120.75,1900042.32,12.21,60,2019-10-22,2024-10-22,B,ACTIVE
LN00877,LN2627000877,CU04280,PR012,BR010,OF0033,PERSONAL_LOAN,2344709.76,1228502.73,10.43,12,2023-12-21,2024-12-21,B,DEFAULTED
LN00878,LN9273000878,CU03963,PR012,BR006,OF0024,PERSONAL_LOAN,1337752.07,590524.88,13.67,120,2020-08-11,2030-08-11,C,CLOSED
LN00879,LN4896000879,CU01869,PR012,BR001,OF0003,PERSONAL_LOAN,4273293.80,2708784.80,8.74,24,2024-06-27,2026-06-27,B,DEFAULTED
LN00880,LN2350000880,CU00325,PR012,BR009,OF0057,PERSONAL_LOAN,3843680.80,957212.10,12.95,36,2021-11-16,2024-11-16,C,DEFAULTED
LN00881,LN5762000881,CU02577,PR011,BR007,OF0077,PERSONAL_LOAN,2060104.11,1345823.88,11.37,60,2022-11-18,2027-11-18,B,ACTIVE
LN00882,LN4938000882,CU03228,PR010,BR003,OF0053,PERSONAL_LOAN,1838764.18,445275.92,14.72,60,2021-02-21,2026-02-21,C,DEFAULTED
LN00883,LN2263000883,CU01919,PR012,BR007,OF0051,PERSONAL_LOAN,3804553.84,2778823.26,12.63,180,2021-10-02,2036-10-02,B,DEFAULTED
LN00884,LN3581000884,CU02164,PR013,BR001,OF0074,HOME_LOAN,3314323.17,932485.55,13.70,240,2022-11-16,2042-11-16,B,ACTIVE
LN00885,LN8539000885,CU04838,PR011,BR001,OF0003,PERSONAL_LOAN,4108523.53,1827159.16,8.31,36,2020-11-12,2023-11-12,C,CLOSED
LN00886,LN5113000886,CU03426,PR014,BR010,OF0021,HOME_LOAN,155336.06,71527.64,12.54,240,2021-04-09,2041-04-09,C,ACTIVE
LN00887,LN4599000887,CU04128,PR011,BR008,OF0075,PERSONAL_LOAN,3677679.24,3596263.83,9.24,60,2019-03-12,2024-03-12,B,DEFAULTED
LN00888,LN3532000888,CU01629,PR010,BR001,OF0019,PERSONAL_LOAN,826398.09,451307.10,15.06,12,2018-01-04,2019-01-04,D,DEFAULTED
LN00889,LN1245000889,CU04433,PR012,BR005,OF0080,PERSONAL_LOAN,4922384.29,3746970.61,13.66,180,2023-11-14,2038-11-14,C,ACTIVE
LN00890,LN5970000890,CU01234,PR011,BR010,OF0014,PERSONAL_LOAN,2533027.06,1830459.38,15.55,36,2020-05-31,2023-05-31,B,ACTIVE
LN00891,LN8607000891,CU01946,PR015,BR001,OF0003,HOME_LOAN,3042016.71,1586954.98,12.88,120,2019-03-07,2029-03-07,B,DEFAULTED
LN00892,LN6418000892,CU00888,PR010,BR010,OF0014,PERSONAL_LOAN,1336644.33,1312727.95,10.73,24,2020-10-03,2022-10-03,B,CLOSED
LN00893,LN2193000893,CU04409,PR012,BR009,OF0076,PERSONAL_LOAN,147554.49,48244.86,8.66,240,2018-08-15,2038-08-15,D,DEFAULTED
LN00894,LN6877000894,CU03513,PR012,BR005,OF0071,PERSONAL_LOAN,4099542.89,3496769.97,10.48,180,2023-01-09,2038-01-09,C,ACTIVE
LN00895,LN3766000895,CU01266,PR012,BR007,OF0090,PERSONAL_LOAN,3054252.86,2468806.77,12.52,180,2020-04-26,2035-04-26,A,ACTIVE
LN00896,LN8130000896,CU00582,PR013,BR010,OF0008,HOME_LOAN,4836332.80,3909044.80,10.80,24,2023-04-25,2025-04-25,C,DEFAULTED
LN00897,LN8294000897,CU00672,PR011,BR004,OF0022,PERSONAL_LOAN,2374075.86,2254193.78,15.48,180,2020-10-01,2035-10-01,B,CLOSED
LN00898,LN1740000898,CU04195,PR012,BR004,OF0022,PERSONAL_LOAN,1661658.35,1621114.17,12.00,240,2020-03-10,2040-03-10,C,CLOSED
LN00899,LN1858000899,CU03761,PR010,BR010,OF0008,PERSONAL_LOAN,534330.27,399571.55,11.19,60,2023-07-21,2028-07-21,B,CLOSED
LN00900,LN7847000900,CU02125,PR012,BR008,OF0061,PERSONAL_LOAN,1393188.34,1292721.59,12.01,12,2022-10-12,2023-10-12,C,DEFAULTED
LN00901,LN5499000901,CU04401,PR014,BR004,OF0098,HOME_LOAN,221666.07,186969.88,15.72,36,2021-04-23,2024-04-23,D,CLOSED
LN00902,LN9491000902,CU02196,PR010,BR010,OF0021,PERSONAL_LOAN,4656162.13,2705517.20,9.66,36,2023-11-28,2026-11-28,A,CLOSED
LN00903,LN6496000903,CU00971,PR012,BR007,OF0028,PERSONAL_LOAN,3665942.25,3351133.85,8.68,60,2024-11-22,2029-11-22,B,CLOSED
LN00904,LN4293000904,CU00427,PR010,BR005,OF0029,PERSONAL_LOAN,988494.29,403752.58,13.60,180,2024-02-23,2039-02-23,A,DEFAULTED
LN00905,LN6781000905,CU03421,PR012,BR010,OF0014,PERSONAL_LOAN,3640799.22,3355698.08,9.47,240,2018-01-24,2038-01-24,B,DEFAULTED
LN00906,LN9253000906,CU03610,PR013,BR003,OF0053,HOME_LOAN,267440.67,142749.42,15.24,12,2024-04-28,2025-04-28,A,CLOSED
LN00907,LN9783000907,CU02224,PR010,BR007,OF0028,PERSONAL_LOAN,1547831.12,1461108.67,11.81,12,2023-04-17,2024-04-17,C,ACTIVE
LN00908,LN6438000908,CU01275,PR012,BR006,OF0018,PERSONAL_LOAN,229123.53,60376.64,13.67,36,2019-03-31,2022-03-31,C,ACTIVE
LN00909,LN7791000909,CU03365,PR014,BR009,OF0091,HOME_LOAN,744057.53,672466.81,7.01,60,2023-05-19,2028-05-19,A,CLOSED
LN00910,LN2560000910,CU00085,PR014,BR004,OF0022,HOME_LOAN,3555788.16,712830.52,12.42,24,2023-01-21,2025-01-21,B,DEFAULTED
LN00911,LN7580000911,CU02505,PR014,BR007,OF0090,HOME_LOAN,2333671.55,1288453.35,9.19,120,2024-10-14,2034-10-14,B,DEFAULTED
LN00912,LN5452000912,CU00986,PR010,BR002,OF0013,PERSONAL_LOAN,1821365.04,670645.55,11.51,120,2021-08-02,2031-08-02,B,DEFAULTED
LN00913,LN6623000913,CU04385,PR014,BR001,OF0019,HOME_LOAN,1672502.78,949829.03,11.74,120,2021-08-16,2031-08-16,B,DEFAULTED
LN00914,LN5885000914,CU00171,PR012,BR008,OF0097,PERSONAL_LOAN,4760515.23,2229267.43,15.76,60,2019-07-29,2024-07-29,B,ACTIVE
LN00915,LN4702000915,CU03639,PR011,BR010,OF0008,PERSONAL_LOAN,3153877.76,506271.66,14.00,120,2022-01-16,2032-01-16,C,DEFAULTED
LN00916,LN7832000916,CU01401,PR012,BR009,OF0076,PERSONAL_LOAN,4019035.71,2723626.67,10.85,24,2022-06-01,2024-06-01,A,ACTIVE
